"","Orthogroup","Esox.x","Okisu.x","Oketa.x","Omykiss.x","Onerka.x","Otsch.x","Salar.x","Ogorb.x","Total","Esox.y","Okisu.y","Oketa.y","Omykiss.y","Onerka.y","Otsch.y","Salar.y","Ogorb.y"
"95","OG0000584",4,6,0,6,1,4,1,2,24,"XP_028972024.2, XP_028972025.2, XP_034145288.1, XP_034145322.1","XP_031674819.1, XP_031674952.1, XP_031674953.1, XP_031675458.1, XP_031689604.1, XP_031690828.1","","XP_036824704.1, XP_036824969.1, XP_036824979.1, XP_036825001.1, XP_036825013.1, XP_036825085.1","XP_029542803.1","XP_042177765.1, XP_042177767.1, XP_042177769.1, XP_042177773.1","XP_014024135.1","XP_046209251.1, XP_046209252.1"
"96","OG0000590",2,3,3,3,3,3,4,3,24,"NP_001297837.1, XP_010862740.1","XP_020313880.1, XP_020330597.1, XP_020345998.1","XP_035592366.1, XP_035631545.1, XP_035642057.1","XP_021457635.1, XP_021462153.1, XP_021477743.1","XP_029494202.1, XP_029504936.1, XP_029534476.1","XP_024237580.2, XP_024273886.1, XP_024294017.1","NP_001135350.1, XP_013983498.1, XP_014017239.1, XP_014026575.1","XP_046202792.1, XP_046207212.1, XP_046224244.1"
"97","OG0000598",2,3,3,3,3,3,4,3,24,"XP_010863836.1, XP_010873073.1","XP_031655347.1, XP_031683149.1, XP_031689841.1","XP_035602320.1, XP_035603206.1, XP_035626985.1","XP_021413346.2, XP_036794118.1, XP_036802462.1","XP_029481188.1, XP_029485416.1, XP_029491614.1","XP_024242727.1, XP_024245899.2, XP_042183316.1","XP_014014228.1, XP_014014232.1, XP_014048306.1, XP_014059534.1","XP_046161243.1, XP_046186678.1, XP_046225152.1"
"98","OG0000599",2,3,4,3,3,3,3,3,24,"XP_010899346.1, XP_019905260.1","XP_020342266.1, XP_020342315.1, XP_031654864.1","XP_035602704.1, XP_035603737.1, XP_035627228.1, XP_035635366.1","XP_021411839.1, XP_021412902.1, XP_021480683.1","XP_029480644.1, XP_029491958.1, XP_029492220.1","XP_024246450.1, XP_024252344.1, XP_024289189.2","XP_014032783.1, XP_014048965.1, XP_014059026.1","XP_046162096.1, XP_046186688.1, XP_046187091.1"
"99","OG0000616",2,4,1,3,2,4,3,4,23,"XP_010887795.1, XP_012994769.2","XP_020351783.1, XP_031642917.1, XP_031656730.1, XP_031692068.1","XP_035630169.1","XP_021467182.1, XP_036799276.1, XP_036826446.1","XP_029502299.1, XP_029532950.1","XP_042156519.1, XP_042160768.1, XP_042165748.1, XP_042177406.1","XP_013999391.1, XP_014056690.1, XP_014060077.1","XP_046147098.1, XP_046154037.1, XP_046158667.1, XP_046170734.1"
"100","OG0000617",2,3,2,3,3,3,4,3,23,"XP_010883241.2, XP_028971200.2","XP_020327059.2, XP_031641730.1, XP_031641743.1","XP_035607161.1, XP_035607543.1","NP_001117927.1, XP_036819747.1, XP_036824697.1","XP_029476337.1, XP_029498346.1, XP_029537348.1","XP_024281504.1, XP_042162384.1, XP_042164332.1","XP_014009774.1, XP_014039480.1, XP_014039481.1, XP_014057285.1","XP_046157808.1, XP_046171823.1, XP_046172252.1"
"101","OG0000618",3,4,1,4,2,3,3,3,23,"XP_010865687.1, XP_010886886.1, XP_010889207.1","XP_020312209.1, XP_020322127.1, XP_031668822.1, XP_031676808.1","XP_035655137.1","XP_021466953.1, XP_036817135.1, XP_036820228.1, XP_036837537.1","XP_029497798.1, XP_029513292.1","XP_024235963.1, XP_042170229.1, XP_042185497.1","XP_013981610.1, XP_014032146.1, XP_014064143.1","XP_046176741.1, XP_046197313.1, XP_046198696.1"
"102","OG0000621",2,3,2,3,3,2,5,3,23,"XP_010873819.1, XP_010882081.2","XP_020324599.1, XP_020336552.1, XP_031657294.1","XP_035645577.1, XP_035654268.1","XP_021456584.1, XP_021475507.2, XP_036819372.1","XP_029490372.1, XP_029499273.1, XP_029523679.1","XP_024235494.1, XP_024279591.1","NP_001139966.1, XP_013982827.1, XP_013983274.1, XP_014003767.1, XP_014031721.1","XP_046150250.1, XP_046189329.1, XP_046204921.1"
"103","OG0000622",2,3,3,3,3,3,3,3,23,"NP_001291116.1, XP_010882098.1","XP_020307605.1, XP_020336559.1, XP_020346647.1","XP_035604666.1, XP_035640189.1, XP_035654261.1","XP_021419269.2, XP_021433070.1, XP_021456633.1","XP_029486108.1, XP_029490381.1, XP_029521919.1","XP_024228735.1, XP_024232795.1, XP_024279601.1","XP_014003762.1, XP_014063139.1, XP_014063144.1","XP_046153376.1, XP_046165692.1, XP_046185290.1"
"104","OG0000624",2,3,3,3,3,3,3,3,23,"NP_001290801.1, XP_034144825.1","XP_020317064.1, XP_020360044.2, XP_031680444.1","XP_035600646.1, XP_035610828.1, XP_035629371.1","XP_021427214.1, XP_021434637.2, XP_036838978.1","XP_029486217.1, XP_029516021.1, XP_029524303.1","XP_024244822.1, XP_024281983.1, XP_024299988.1","XP_014005667.1, XP_014006791.1, XP_014019821.1","XP_046175348.1, XP_046179557.1, XP_046218066.1"
"105","OG0000625",2,3,3,3,4,3,2,3,23,"XP_010896458.2, XP_010901373.2","XP_020309569.1, XP_020311821.1, XP_020337470.1","XP_035602821.1, XP_035634817.1, XP_035646297.1","XP_021413025.1, XP_021419969.2, XP_021423888.2","XP_029480847.1, XP_029506044.1, XP_029524646.1, XP_029538097.1","XP_024234882.1, XP_024298772.1, XP_042166691.1","XP_013986731.1, XP_014028602.1","XP_046167167.1, XP_046186799.1, XP_046213712.1"
"106","OG0000626",2,3,2,3,3,3,3,4,23,"XP_010864067.1, XP_019898101.1","XP_020326025.1, XP_020332699.1, XP_020360162.1","XP_035600829.1, XP_035611020.1","XP_021427044.1, XP_021451156.2, XP_021464457.1","XP_029506067.1, XP_029516213.1, XP_029522627.1","XP_024263799.1, XP_024281669.1, XP_024299814.1","XP_014005450.1, XP_014006921.1, XP_014021210.1","XP_046175818.1, XP_046180600.1, XP_046204496.1, XP_046204601.1"
"107","OG0000631",2,3,1,3,4,3,4,3,23,"XP_010865974.2, XP_010873260.1","XP_020315239.1, XP_020328228.1, XP_031681677.1","XP_035635380.1","XP_021422496.1, XP_021425839.2, XP_036840188.1","XP_029477415.1, XP_029507986.1, XP_029508907.1, XP_029521194.1","XP_024240789.1, XP_024261804.2, XP_042180858.1","NP_001134156.1, XP_013989614.1, XP_014023864.1, XP_014023870.1","XP_046168990.1, XP_046194614.1, XP_046221044.1"
"108","OG0000632",2,3,3,3,3,3,3,3,23,"XP_010873758.1, XP_010880364.1","XP_020315064.1, XP_020348526.1, XP_020362215.1","XP_035594578.1, XP_035596294.1, XP_035633185.1","XP_021421913.1, XP_021425483.1, XP_021472022.1","XP_029478021.1, XP_029520682.1, XP_029539663.1","XP_024231669.1, XP_024237797.1, XP_024240190.1","NP_001133065.1, XP_013988651.1, XP_013991882.1","XP_046167288.1, XP_046199991.1, XP_046221614.1"
"109","OG0000633",2,2,2,3,3,4,4,3,23,"XP_010889055.2, XP_034151913.1","XP_031649219.1, XP_031659249.1","XP_035594683.1, XP_035595692.1","XP_036801672.1, XP_036842854.1, XP_036844952.1","XP_029477217.1, XP_029507025.1, XP_029521223.1","XP_042155469.1, XP_042155751.1, XP_042159753.1, XP_042162884.1","XP_013991749.1, XP_014002203.1, XP_014002994.1, XP_014003006.1","XP_046200170.1, XP_046200729.1, XP_046221709.1"
"110","OG0000634",2,3,3,3,3,3,3,3,23,"XP_010879738.1, XP_010888862.1","XP_020362351.1, XP_031659818.1, XP_031681208.1","XP_035594788.1, XP_035596077.1, XP_035653157.1","XP_021421806.1, XP_021465825.1, XP_021472220.1","XP_029478226.1, XP_029520862.1, XP_029535994.1","XP_024231863.1, XP_024239984.1, XP_024283312.1","XP_013991657.1, XP_014002235.1, XP_014022915.1","XP_046198042.1, XP_046200267.1, XP_046221788.1"
"111","OG0000635",2,4,1,3,3,3,5,2,23,"XP_028970021.2, XP_034151715.1","XP_031650450.1, XP_031659619.1, XP_031678966.1, XP_031681128.1","XP_035632887.1","XP_036802788.1, XP_036806216.1, XP_036844600.1","XP_029478500.1, XP_029534755.1, XP_029539038.1","XP_042153516.1, XP_042155561.1, XP_042180441.1","XP_013988153.1, XP_013991370.1, XP_014002509.1, XP_014022473.1, XP_014039132.1","XP_046167655.1, XP_046200484.1"
"112","OG0000636",2,3,3,3,3,3,3,3,23,"XP_010878123.1, XP_010889326.1","XP_020317560.1, XP_020338204.1, XP_031648230.1","XP_035600756.1, XP_035610938.1, XP_035629089.1","XP_021427102.1, XP_021434907.1, XP_021464529.1","XP_029516616.1, XP_029523293.1, XP_029529104.1","XP_024244562.1, XP_024281740.1, XP_024299885.1","NP_001167262.1, XP_014005552.1, XP_014007045.1","XP_046175307.1, XP_046179917.1, XP_046215814.1"
"113","OG0000639",2,3,3,3,3,3,3,3,23,"XP_010881080.1, XP_012995027.1","XP_020364733.1, XP_031662283.1, XP_031665628.1","XP_035597514.1, XP_035643852.1, XP_035656048.1","XP_021445264.1, XP_021468841.1, XP_021476260.1","XP_029479696.1, XP_029482535.1, XP_029498377.1","XP_024230482.1, XP_042163624.1, XP_042184651.1","NP_001167165.1, XP_013995006.1, XP_014012935.1","XP_046148372.1, XP_046176832.1, XP_046216030.1"
"114","OG0000640",2,3,1,3,4,3,4,3,23,"XP_010889450.4, XP_034147286.1","XP_020364665.2, XP_031662531.1, XP_031665749.1","XP_035596806.1","XP_036791083.1, XP_036822195.1, XP_036842526.1","XP_029505500.1, XP_029507441.1, XP_029508799.1, XP_029511821.1","XP_042154940.1, XP_042164268.1, XP_042185099.1","XP_013996824.1, XP_014012814.1, XP_014037256.1, XP_014043583.1","XP_046148468.1, XP_046178035.1, XP_046216532.1"
"115","OG0000643",2,3,2,3,3,3,4,3,23,"XP_010882072.2, XP_019897420.2","XP_020318759.1, XP_031652540.1, XP_031692164.1","XP_035625217.1, XP_035643879.1","XP_036790852.1, XP_036799768.1, XP_036822146.1","XP_029479645.1, XP_029482197.1, XP_029516811.1","XP_024247478.1, XP_042154757.1, XP_042164837.1","XP_013995437.1, XP_014014971.1, XP_014036855.1, XP_014046161.1","XP_046148779.1, XP_046211643.1, XP_046215972.1"
"116","OG0000644",2,3,3,3,3,3,3,3,23,"XP_010888457.1, XP_019901117.1","XP_020318352.1, XP_020322298.1, XP_020364598.1","XP_035596819.1, XP_035644075.1, XP_035655809.1","XP_021445062.1, XP_021469046.1, XP_036790981.1","XP_029479488.1, XP_029482371.1, XP_029498569.1","XP_024247309.1, XP_042154849.1, XP_042184730.1","XP_013995833.1, XP_014012610.1, XP_014045938.1","XP_046148634.1, XP_046177623.1, XP_046215824.1"
"117","OG0000645",2,3,3,3,3,3,3,3,23,"XP_010888461.2, XP_010892378.1","XP_020319063.1, XP_020323228.1, XP_020349618.1","XP_035610255.1, XP_035644073.1, XP_035655816.1","XP_021417996.1, XP_021444257.2, XP_021469043.1","XP_029477103.1, XP_029497754.1, XP_029513043.1","XP_024247311.1, XP_024248096.1, XP_024291455.1","NP_001135349.1, XP_013995838.1, XP_014037138.1","XP_046177862.1, XP_046211480.1, XP_046214000.1"
"118","OG0000646",2,3,3,3,3,3,3,3,23,"XP_010868829.4, XP_028977048.2","XP_020320531.2, XP_031663463.1, XP_031663464.1","XP_035636960.1, XP_035636963.1, XP_035636964.1","XP_021474445.2, XP_021474447.1, XP_036845249.1","XP_029524917.1, XP_029526166.1, XP_029526168.1","XP_024250461.2, XP_024250465.1, XP_042165641.1","XP_014051615.1, XP_014051656.1, XP_014051660.1","XP_046146996.1, XP_046172497.1, XP_046172525.1"
"119","OG0000647",2,3,2,3,2,4,4,3,23,"XP_010899854.4, XP_034147469.1","XP_031647297.1, XP_031651393.1, XP_031682341.1","XP_035636568.1, XP_035638563.1","XP_021478823.1, XP_036817969.1, XP_036820827.1","XP_029483987.1, XP_029526601.1","XP_024276052.2, XP_024287124.1, XP_042152246.1, XP_042153464.1","XP_013992936.1, XP_014018666.1, XP_014052224.1, XP_014070467.1","XP_046160468.1, XP_046169939.1, XP_046175967.1"
"120","OG0000648",2,3,3,3,3,4,2,3,23,"XP_010879389.3, XP_028970131.2","XP_020341957.2, XP_031681070.1, XP_031681082.1","XP_035634189.1, XP_035634190.1, XP_035634191.1","NP_001153946.1, XP_021424439.2, XP_036806009.1","XP_029538699.1, XP_029538701.1, XP_029540131.1","XP_024268362.1, XP_042155152.1, XP_042155158.1, XP_042161827.1","XP_013987245.1, XP_013987246.1","XP_046167694.1, XP_046167906.1, XP_046167965.1"
"121","OG0000650",2,3,3,3,3,3,3,3,23,"XP_010862753.1, XP_010874401.1","XP_020313131.1, XP_020330564.1, XP_020345993.1","XP_035592358.1, XP_035631559.1, XP_035642052.1","XP_021457645.1, XP_021462148.1, XP_021477738.1","XP_029494197.1, XP_029505014.1, XP_029534473.1","XP_024237593.1, XP_024273882.1, XP_024294018.1","XP_013996248.1, XP_014017240.1, XP_014026057.1","XP_046146218.1, XP_046202793.1, XP_046207207.1"
"122","OG0000651",2,3,2,3,3,3,4,3,23,"XP_012992700.2, XP_019908371.1","XP_020324901.1, XP_020345223.2, XP_031658361.1","XP_035591494.1, XP_035640976.1","XP_021476788.2, XP_036832667.1, XP_036835457.1","XP_029493242.1, XP_029512877.1, XP_029533496.1","XP_024272973.1, XP_042158580.1, XP_042186549.1","XP_013999671.1, XP_014016092.1, XP_014026953.1, XP_014027733.1","XP_046203735.1, XP_046206199.1, XP_046223987.1"
"123","OG0000652",2,5,2,3,3,3,3,2,23,"XP_034152224.1, XP_034152758.1","XP_020312862.1, XP_031664998.1, XP_031672854.1, XP_031685481.1, XP_031685482.1","XP_035628078.1, XP_035632039.1","XP_036792339.1, XP_036823318.1, XP_036835218.1","XP_029476436.1, XP_029508691.1, XP_029509078.1","XP_024253363.2, XP_042164026.1, XP_042164267.1","XP_013984043.1, XP_013998897.1, XP_014028080.1","XP_046172923.1, XP_046200933.1"
"124","OG0000653",2,3,2,3,2,4,3,4,23,"XP_010863990.1, XP_010891068.1","XP_020321076.1, XP_020330479.1, XP_031646704.1","XP_035601516.1, XP_035648087.1","XP_021443665.1, XP_021447377.1, XP_021472979.1","XP_029506450.1, XP_029528357.1","XP_024300930.2, XP_042152139.1, XP_042165187.1, XP_042167171.1","NP_001167114.1, XP_013985369.1, XP_014069756.1","XP_046150166.1, XP_046170111.1, XP_046173343.1, XP_046187177.1"
"125","OG0000659",2,3,3,3,3,3,3,3,23,"NP_001297823.1, XP_010873051.1","XP_020309786.1, XP_020342042.1, XP_031689831.1","XP_035602291.1, XP_035603189.1, XP_035626968.1","XP_021413333.1, XP_021420984.1, XP_021480453.1","XP_029481165.1, XP_029485422.1, XP_029491592.1","XP_024242738.1, XP_024245884.1, XP_024288907.1","NP_001135053.1, XP_014013955.1, XP_014048285.1","XP_046163273.1, XP_046187004.1, XP_046225156.1"
"126","OG0000660",2,3,3,3,3,3,3,3,23,"XP_010895949.1, XP_019909029.2","XP_020321617.1, XP_020336445.1, XP_020351118.1","XP_035628244.1, XP_035648940.1, XP_035656811.1","XP_021432237.1, XP_021436685.1, XP_021446569.1","XP_029496040.1, XP_029508582.1, XP_029544872.1","XP_024251786.1, XP_024253206.1, XP_024286759.1","XP_013984244.1, XP_014035711.1, XP_014068882.1","XP_046173688.1, XP_046210291.1, XP_046213499.1"
"127","OG0000662",2,3,3,3,3,4,2,3,23,"XP_010886977.1, XP_012991492.1","XP_020316285.1, XP_020349114.1, XP_020349178.1","XP_035603537.1, XP_035627107.1, XP_035657121.1","XP_021413648.1, XP_021431939.1, XP_036794317.1","XP_029481462.1, XP_029491882.1, XP_029541060.1","XP_024243878.1, XP_024246139.1, XP_024246222.1, XP_042163396.1","XP_014035326.1, XP_014059316.1","XP_046162994.1, XP_046187593.1, XP_046213175.1"
"128","OG0000664",2,3,1,3,4,3,3,4,23,"XP_010901966.2, XP_012992419.2","XP_031645457.1, XP_031646982.1, XP_031653656.1","XP_035643702.1","XP_036799297.1, XP_036821464.1, XP_036825652.1","XP_029503179.1, XP_029505435.1, XP_029505752.1, XP_029529757.1","XP_042152297.1, XP_042159367.1, XP_042182006.1","XP_014018772.1, XP_014054097.1, XP_014068730.1","XP_046149765.1, XP_046152092.1, XP_046169708.1, XP_046179749.1"
"129","OG0000665",2,3,3,3,3,3,3,3,23,"XP_012992850.2, XP_019911956.1","XP_020343386.1, XP_031643834.1, XP_031693198.1","XP_035599154.1, XP_035609455.1, XP_035649921.1","XP_021429701.2, XP_021467844.1, XP_036818719.1","XP_029487403.1, XP_029531635.1, XP_029543657.1","XP_024268645.2, XP_024276299.2, XP_042181251.1","XP_014000136.1, XP_014048480.1, XP_014066617.1","XP_046147728.1, XP_046164244.1, XP_046223141.1"
"130","OG0000666",2,3,3,3,3,3,3,3,23,"XP_010893300.2, XP_010903385.1","XP_020310575.1, XP_020344945.1, XP_020352382.1","XP_035631154.1, XP_035649743.1, XP_035656870.1","XP_021441370.1, XP_021456641.2, XP_021468013.1","XP_029478982.1, XP_029487565.1, XP_029532164.1","XP_024234268.1, XP_024276465.1, XP_042186673.1","XP_013981636.1, XP_014000415.1, XP_014061459.1","XP_046147911.1, XP_046154856.1, XP_046205881.1"
"131","OG0000668",2,3,3,3,3,3,3,3,23,"XP_010895169.1, XP_028978602.1","XP_020356112.1, XP_020361181.1, XP_020361182.1","XP_035649238.1, XP_035651115.1, XP_035651116.1","XP_021417684.1, XP_021427620.1, XP_021427621.2","XP_029513987.1, XP_029513988.1, XP_029519370.1","XP_024251695.1, XP_024297453.2, XP_024297455.1","XP_013997294.1, XP_014032892.1, XP_014032893.1","XP_046182723.1, XP_046182724.1, XP_046218318.1"
"132","OG0000670",2,3,2,3,4,3,3,3,23,"XP_010871216.1, XP_019902839.1","XP_020337248.1, XP_031655002.1, XP_031687488.1","XP_035610053.1, XP_035635215.1","XP_021412586.2, XP_021423440.1, XP_021465137.2","XP_029501501.1, XP_029501866.1, XP_029509523.1, XP_029525456.1","XP_024280429.1, XP_042159752.1, XP_042166539.1","XP_014009475.1, XP_014033308.1, XP_014033693.1","XP_046167241.1, XP_046186597.1, XP_046214734.1"
"133","OG0000676",2,3,3,3,3,3,3,3,23,"XP_010886126.1, XP_019904581.1","XP_020322495.1, XP_020354747.1, XP_031662635.1","XP_035638473.1, XP_035644740.1, XP_035655304.1","XP_021444601.1, XP_021469625.1, XP_036834144.1","XP_029478806.1, XP_029488630.1, XP_029499073.1","XP_024246794.1, XP_024277427.1, XP_042184919.1","XP_013996468.1, XP_014046789.1, XP_014072179.1","XP_046156740.1, XP_046177875.1, XP_046215161.1"
"134","OG0000677",2,3,3,3,3,3,3,3,23,"XP_010891735.1, XP_010902739.2","XP_020318388.2, XP_020322291.1, XP_031641300.1","XP_035598231.1, XP_035643580.1, XP_035656425.1","XP_021468566.1, XP_036822061.1, XP_036834778.1","XP_029479993.1, XP_029489256.1, XP_029498084.1","XP_024247717.1, XP_024291004.1, XP_042178510.1","XP_013979217.1, XP_013995399.1, XP_014045391.1","XP_046155924.1, XP_046177395.1, XP_046216290.1"
"135","OG0000678",2,3,3,3,3,3,3,3,23,"XP_010900283.2, XP_034149530.1","XP_020322481.1, XP_020354772.1, XP_031662630.1","XP_035638856.1, XP_035643520.1, XP_035656377.1","XP_021468507.1, XP_036821996.1, XP_036834155.1","XP_029480047.1, XP_029488664.1, XP_029498013.1","XP_024247768.1, XP_024277466.1, XP_024290895.1","XP_013994835.1, XP_014045288.1, XP_014072233.1","XP_046156693.1, XP_046178356.1, XP_046216364.1"
"136","OG0000679",2,3,2,3,3,3,5,2,23,"XP_034149632.1, XP_034149730.1","XP_020335321.1, XP_031678075.1, XP_031678076.1","XP_035653602.1, XP_035655100.1","XP_021467604.2, XP_036845182.1, XP_036845185.1","XP_029501208.1, XP_029501209.1, XP_029502433.1","XP_024281024.2, XP_042178835.1, XP_042178837.1","XP_013985982.1, XP_014005320.1, XP_014005321.1, XP_014005323.1, XP_014005327.1","XP_046148300.1, XP_046155171.1"
"137","OG0000682",2,4,0,3,2,4,5,3,23,"XP_034149497.1, XP_034149501.1","XP_031641399.1, XP_031641423.1, XP_031674569.1, XP_031674779.1","","NP_001117882.1, XP_036834647.1, XP_036834651.1","XP_029502266.1, XP_029512217.1","XP_042178388.1, XP_042178391.1, XP_042178392.1, XP_042178404.1","XP_013979019.1, XP_013979022.1, XP_013979023.1, XP_014037484.1, XP_014042513.1","XP_046156060.1, XP_046156061.1, XP_046156070.1"
"138","OG0000685",2,3,3,3,3,3,3,3,23,"XP_010863153.3, XP_034147928.1","XP_020309466.1, XP_020316305.2, XP_020316379.2","XP_035590510.1, XP_035608305.1, XP_035656724.1","XP_021420461.1, XP_021431437.2, XP_021431438.1","XP_029484573.1, XP_029541463.1, XP_029541464.1","XP_024242232.1, XP_024243050.1, XP_024243051.1","NP_001134334.1, XP_014013947.1, XP_014034419.1","XP_046211149.1, XP_046211151.1, XP_046224632.1"
"139","OG0000689",2,3,2,3,3,3,3,3,22,"XP_010881672.1, XP_010898421.1","XP_020311247.1, XP_020336608.2, XP_020346808.1","XP_035646074.1, XP_035653713.1","XP_021433275.2, XP_036812897.1, XP_036833450.1","XP_029490440.1, XP_029522180.1, XP_029523597.1","XP_024228970.1, XP_024254675.1, XP_042157574.1","XP_013980825.1, XP_014003694.1, XP_014062975.1","XP_046166227.1, XP_046185456.1, XP_046204310.1"
"140","OG0000692",2,3,1,3,3,3,3,4,22,"XP_010876678.2, XP_010881942.1","XP_020322576.2, XP_031657438.1, XP_031687039.1","XP_035599000.1","XP_021442191.2, XP_036816316.1, XP_036836856.1","XP_029495407.1, XP_029497565.1, XP_029523211.1","XP_024260601.1, XP_024274925.1, XP_024296242.1","XP_013981405.1, XP_013982655.1, XP_014031523.1","XP_046154859.1, XP_046197682.1, XP_046201648.1, XP_046205054.1"
"141","OG0000694",2,3,2,3,4,4,2,2,22,"XP_010888692.2, XP_010888694.1","XP_020311851.1, XP_031656979.1, XP_031656980.1","XP_035645463.1, XP_035645464.1","XP_021428262.1, XP_021428276.1, XP_021428288.2","XP_029500894.1, XP_029523770.1, XP_029523771.1, XP_029523772.1","XP_042157524.1, XP_042157525.1, XP_042157526.1, XP_042157527.1","XP_013980432.1, XP_013980433.1","XP_046190647.1, XP_046205675.1"
"142","OG0000698",2,3,2,3,3,3,3,3,22,"XP_010862574.1, XP_010888562.1","XP_020343086.1, XP_020352604.1, XP_031647938.1","XP_035609018.1, XP_035644917.1","XP_021429308.1, XP_021470828.1, XP_036789270.1","XP_029529252.1, XP_029530422.1, XP_029543218.1","XP_024254130.1, XP_024290517.1, XP_024292525.1","XP_014011291.1, XP_014051004.1, XP_014064560.1","XP_046163903.1, XP_046175190.1, XP_046182210.1"
"143","OG0000699",2,4,1,3,2,4,2,4,22,"XP_010862252.1, XP_028971809.2","XP_020338286.2, XP_031648159.1, XP_031657707.1, XP_031662178.1","XP_035610622.1","XP_036808365.1, XP_036815368.1, XP_036838959.1","XP_029516038.1, XP_029541561.1","XP_042153002.1, XP_042162747.1, XP_042175983.1, XP_042180060.1","XP_014005642.1, XP_014006769.1","XP_046174568.1, XP_046178826.1, XP_046201606.1, XP_046219908.1"
"144","OG0000701",2,4,1,3,1,2,5,4,22,"XP_010874120.1, XP_034143998.1","XP_020312029.1, XP_020332584.2, XP_031672999.1, XP_031673763.1","XP_035646118.1","XP_021421231.1, XP_036819436.1, XP_036837285.1","XP_029524509.1","XP_024236061.1, XP_024265167.2","NP_001134348.1, XP_013979450.1, XP_013983245.1, XP_014044312.1, XP_014044317.1","XP_046180198.1, XP_046193441.1, XP_046194888.1, XP_046204900.1"
"145","OG0000702",2,3,2,3,3,3,3,3,22,"XP_010901149.1, XP_028970941.2","XP_031658046.1, XP_031663977.1, XP_031686424.1","XP_035643260.1, XP_035646199.1","XP_036805629.1, XP_036819295.1, XP_036836336.1","XP_029494552.1, XP_029496971.1, XP_029524691.1","XP_042157943.1, XP_042176785.1, XP_042186685.1","XP_013979357.1, XP_013981727.1, XP_014030435.1","XP_046202441.1, XP_046205809.1, XP_046214045.1"
"146","OG0000703",2,3,2,3,3,4,2,3,22,"XP_010865613.1, XP_010884718.1","XP_020330186.1, XP_020338096.1, XP_020360188.1","XP_035601005.1, XP_035611127.1","XP_021426855.1, XP_021435526.1, XP_021464301.1","XP_029492940.1, XP_029511886.1, XP_029516357.1","XP_024260734.1, XP_024281448.1, XP_024299633.1, XP_042162761.1","NP_001158768.1, XP_014005940.1","XP_046175988.1, XP_046179529.1, XP_046205425.1"
"147","OG0000704",2,3,3,3,2,3,3,3,22,"XP_010889900.2, XP_010896504.1","XP_020343009.1, XP_020352758.1, XP_031647234.1","XP_035599601.1, XP_035601119.1, XP_035645114.1","NP_001117734.1, XP_021429243.1, XP_021439178.1","XP_029529454.1, XP_029543188.1","XP_024284631.1, XP_024292440.1, XP_042168037.1","XP_014050730.1, XP_014064448.1, XP_014068290.1","XP_046164735.1, XP_046180167.1, XP_046183489.1"
"148","OG0000705",2,3,2,3,3,3,3,3,22,"XP_010896583.1, XP_028974288.2","XP_020342991.1, XP_020352767.1, XP_031645669.1","XP_035601121.1, XP_035645118.1","XP_021429237.2, XP_021439184.2, XP_036789434.1","XP_029515264.1, XP_029529474.1, XP_029543162.1","XP_024292439.1, XP_042167950.1, XP_042181836.1","NP_001117019.1, NP_001134117.1, XP_014068268.1","XP_046164238.1, XP_046180274.1, XP_046183050.1"
"149","OG0000706",2,3,1,3,2,3,4,4,22,"XP_010899804.1, XP_019899532.2","XP_020342977.1, XP_031646009.1, XP_031653633.1","XP_035645256.1","XP_036789452.1, XP_036798866.1, XP_036825516.1","XP_029515710.1, XP_029517966.1","XP_042159030.1, XP_042167952.1, XP_042181609.1","XP_014038567.1, XP_014050752.1, XP_014055022.1, XP_014067607.1","XP_046151509.1, XP_046164125.1, XP_046180534.1, XP_046182737.1"
"150","OG0000707",2,3,1,3,3,3,3,4,22,"XP_019904186.1, XP_028973425.2","XP_031647361.1, XP_031664480.1, XP_031665237.1","XP_035635442.1","XP_036823958.1, XP_036842902.1, XP_036846330.1","XP_029498186.1, XP_029510778.1, XP_029524920.1","XP_042165439.1, XP_042167366.1, XP_042183892.1","XP_013984464.1, XP_014040171.1, XP_014051794.1","XP_046173502.1, XP_046173870.1, XP_046188733.1, XP_046195473.1"
"151","OG0000708",2,3,3,3,3,2,3,3,22,"XP_010863195.4, XP_028972806.2","XP_020341724.2, XP_020343419.1, XP_031682921.1","XP_035599090.1, XP_035626544.1, XP_035626546.1","XP_021429762.1, XP_021481721.2, XP_021481722.2","XP_029491148.1, XP_029491150.1, XP_029543713.1","XP_024278421.2, XP_024292842.1","XP_014047742.1, XP_014047744.1, XP_014049106.1","XP_046163314.1, XP_046163319.1, XP_046165176.1"
"152","OG0000712",2,3,3,3,2,3,3,3,22,"XP_028972756.1, XP_028976842.1","XP_020326750.2, XP_020326752.2, XP_031687347.1","XP_035604095.1, XP_035604962.1, XP_035640484.1","XP_021419651.2, XP_021419652.1, XP_021432650.2","XP_029523036.1, XP_029523037.1","XP_024258053.2, XP_024258088.1, XP_024301721.2","XP_014008993.1, XP_014063948.1, XP_014063957.1","XP_046152882.1, XP_046155506.1, XP_046185341.1"
"153","OG0000716",2,3,2,3,2,4,3,3,22,"XP_012992096.1, XP_034146010.1","XP_020326735.1, XP_031658317.1, XP_031686010.1","XP_035591804.1, XP_035641404.1","XP_021461539.2, XP_021477067.1, XP_036832587.1","XP_029493551.1, XP_029533790.1","XP_024273205.1, XP_024294651.1, XP_042158646.1, XP_042180039.1","XP_014000647.1, XP_014015712.1, XP_014027340.1","XP_046146567.1, XP_046203411.1, XP_046206523.1"
